,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value,value
11,4.958827040645744,4.008155343311545,4.975769832196072,3.5702527577006995,4.60350944037253,4.333107954795559,2.701726297368809,4.419740757293774,4.313525304218227,4.532525873924637,3.7029002990209463,4.156574762329505,4.454664728487589,4.9698759301703985,3.3087900496094083,4.018424411274692,2.7934684819880533,3.375985474594705,4.018747067850986,4.075149898997973,4.567471718931966,4.126418390487906,3.2108933206734185,4.328404025037708,4.398165108326333,4.058243695891234,4.188082177167636,4.180152889210018,3.7772682059096256,2.9924680938020733,3.2233567601182918,3.1327184999362556,4.995705832742142,3.0131747712574395
12,4.989609769799468,4.648398056545643,4.981998245417793,3.998617052325523,4.920108339206068,4.876677193063958,3.507722861718796,4.98191567661621,4.767993292601188,4.759942148568391,3.3319232415496973,4.022438514194395,5.238393203023742,3.026812977942791,4.975811774717909,4.021141893305076,3.386351777766988,2.8349097144466806,4.962948363809549,4.9229493938219,4.348889204962384,4.393915680091023,4.974383037030502,4.7257477352637265,4.003772388115589,4.3023512661233845,4.388773361193422,4.14522709209757,4.676052782370182,5.202324581181295,1.9763708379674871,4.640167162779882,4.226243651396226,4.2051411796313305
13,4.001976002386442,4.332826377776779,4.17338295376614,3.7721526166970984,4.861189673668687,4.101134553468012,4.927598700611522,4.05579280497902,4.5379957051010615,4.94053063114704,3.5506365806143143,3.5320214775097987,4.001193001719266,2.978273985162682,3.97357194367688,3.4033499854914795,1.7793961970713055,2.752701137002288,2.790149663450138,4.147243005762332,4.896985135968205,4.007969286814306,3.0102250010085565,5.362139681313425,3.2942717601623714,3.97246318369189,4.671845261084249,3.975434042507432,2.0509619638345162,4.135328430996978,0.7884525718124731,3.933145936729204,3.9563496035983907,4.209937678369254
14,4.976523082047573,4.032875620308731,4.99171729136583,3.804082261901422,4.986223178062058,4.556583956704787,3.6605305142715627,4.614082376852535,4.534850317035707,4.652168534191224,3.6387581979609047,4.149898525805287,4.984325146430592,4.416517366166128,3.7332578946665373,4.383655913200272,2.5400620692248714,3.03119959528169,4.193842630763352,3.9761954695336947,4.7866187774714675,4.521700960525099,3.794727381220603,4.970700842326031,4.24269674484932,4.120942315109722,3.9557936909281133,4.287217918305516,3.8372866032503876,3.448768958190825,2.6437235428766996,4.007595971352674,5.196147606560077,4.498967549929015
15,4.974876574614536,4.761815837679574,5.005664200310445,4.969974158214331,4.969643621287754,4.877328516087798,3.5726938745598074,5.043747037506367,4.910013711715629,4.858143964405538,4.332796519043054,3.7630880996010365,4.995055249035232,4.008335951251511,3.5269179011431984,4.313469717987768,3.226030047222009,3.513580561590023,4.463094934807163,3.6964834963623776,4.252345615942033,4.349264082177325,3.5353411353024407,4.661397035294584,4.050253566600518,4.707753120828339,4.1247476291082945,4.979841583438229,3.3233643512284132,3.384929090703351,1.8523611011419678,3.581256351874805,4.102054459270282,4.571917946519463
16,4.008140878098288,3.8342482429593026,3.9919562479730524,2.902954053984518,4.557332368514599,4.236402509074884,3.1203268969300795,4.003002240911418,3.906246100568966,4.443097550455283,2.7645518307394368,3.65222820764557,4.032249649059898,3.5738559289200142,3.9705589512567663,3.673245240689944,3.111265310374581,2.9775466059525892,3.8571530870774167,4.581867444109317,4.5080216411891785,4.32907986938333,3.824274323450328,4.199646550370175,3.432721789283967,3.373337690637495,3.897825024108117,3.1611236888319256,3.878364142741139,4.974830484649637,3.682572967429871,4.983309301307075,4.980394816847313,3.997981929029143
17,3.9981870144733205,3.9974198058085326,4.028470691874065,3.548431074056098,4.920832770909435,4.149664266814651,2.886955380079116,4.140868027398696,4.099289486585793,4.5151277377024055,3.046416754914957,3.5022569867609077,3.988753788673151,3.51511240238666,3.7100342504797146,3.499247601621662,2.3718580158836424,3.9456797221097197,3.273253544974713,3.4008361496026276,4.709468071369205,3.8276241209228266,2.4666005701989895,4.016957376818547,4.036025200513637,3.8783709963094073,3.7362427422842863,3.716196738528071,3.182727089845709,4.192773906627566,2.6322304957888507,3.3157064236247984,4.201732696134638,3.9619580475451173
18,4.9855230286752175,4.495104609390176,4.986389102499169,3.761685045579863,4.95669493921849,4.58932525557429,2.9202816291642346,4.728942713571039,4.647292476554416,4.690635882708859,3.9213674657744786,4.391379270173587,4.998530192130549,4.9918473216059285,3.7819460314466764,4.538720202523299,2.7333335243778794,3.906372216374249,4.381213258254812,3.629954826963708,5.002922320808118,4.2593922003540845,3.527355094368911,4.580686173360029,4.971233769620684,4.594968210644051,4.2888609849732875,4.534876420221164,4.166083683105644,3.5295862454190186,3.0945132691184676,3.508829172637349,4.689457560366592,4.277165580838725
19,4.923290442595896,4.989255061043757,4.4859286218434775,3.8941669621398027,5.343080307205128,5.016468497341692,3.3629898311747457,4.87981702490356,4.970802135215226,5.175725948786723,3.5931122188257447,4.655820593019865,4.876850899392627,4.299831452039247,4.9771558784149335,4.0152394626431365,2.8456751243205214,5.118368935060412,3.8083628643221767,4.368083375147911,5.000075357097783,4.965234287944126,3.0143808524017874,5.004551531010827,4.979562184677943,4.607156974611861,5.018335250328638,4.326684995734077,4.3075160587339925,4.873259964241147,2.9880933600060873,3.838980534315288,4.655117350010137,3.5830188522828275
20,4.727137396023931,4.972109898290739,4.471353505739133,3.99008566161419,4.98906346663041,4.780770212721425,3.898688580266773,4.676439705575055,4.695180058132897,4.982641942012898,4.017120525812856,4.073186381645759,4.941390104937634,4.016302514191652,4.071007232161443,4.3190595787430945,2.6440984116011648,3.5300991611676342,4.257218564315887,4.58509320405636,5.1866915307567885,4.618743604905418,3.9967417716456346,4.976681719438692,4.1320965999668635,4.539290547758428,4.4098043589377465,4.324255305815175,3.3549958619020868,4.6468514352724775,2.9908156838028495,4.732925347723058,4.00227131511497,4.9909048033324845
21,3.0897668523683803,3.9665395542139716,3.164249444955673,3.2410978793953302,3.0095986753718376,2.9261975704014382,2.4161556013015093,3.0215947459086974,3.4533208945037113,3.4958899367596192,3.961314815256256,2.684020812705175,3.0079006757310722,3.2660778932373704,1.6547523509310784,3.1935421561519814,1.3283725609677848,2.5650628513079536,2.424130502088103,1.9998223920186105,3.002988684076255,2.280165307239283,1.8592181536052386,3.010731402379037,2.9108901322437752,3.964543456705262,3.1576479538848035,3.99208496657433,1.0058453305223691,2.240327191307219,1.0481424379520246,1.0085322504718688,1.2434808129989587,3.0258947156324627
22,4.383881235429117,4.009765495058502,3.8008996718760764,3.3113283995964915,4.377948631510258,4.166970887720812,3.983943796331698,4.036602562429825,3.999332919751808,4.348281231041569,3.459318887069416,3.8046737680753218,4.068677920624567,3.858041198034373,3.3336096282872263,4.111284994297222,2.06910077498072,2.899427227629792,3.0037341062324727,3.9139680744905165,4.463515679026438,4.968281330387935,3.402839176502804,4.975380131769721,3.403852377450891,3.610089039548008,3.8879678047067823,3.6839700596250307,3.143287459575728,3.347006982740308,2.3578933042767276,4.63709890461503,4.567780651673287,3.8599283148626946
23,3.77535423844863,3.985399685200837,3.7714818205245875,2.797036041210866,3.7493141883755987,4.1522402878028535,2.0089662583343038,3.776861471938936,3.763917868458105,3.760359342662007,3.4428492374777773,3.9597470665873353,4.846735087655607,4.98477574830401,3.096283933831586,4.069208724257576,2.823247915611366,3.88936038645706,4.3353338906568,4.239604211803643,4.4639713535536645,3.911786908073263,3.6561855734413546,3.4280398938589025,3.997382057115051,3.869967034329881,3.218491007053684,3.7466964987764917,3.9853462252672487,3.6278284674176753,4.978024234071431,4.003832432174827,3.0152826602560823,4.986616364826428
24,4.976251303655785,4.996309431983493,4.979104167829061,3.6982608333067826,4.990070281434179,4.998138605009577,3.587593417990406,4.97243843008884,4.896324886243489,5.009338105339587,3.700682570479246,4.520523075311441,5.34117685269802,4.154428787470191,4.977735258379338,4.396555321540623,3.4297213232573474,3.4962895445438518,4.857818344402559,5.300299797290326,5.1957018581567525,4.735895507358651,4.969603029123682,5.002987916135935,4.487550853850486,4.551902273923618,4.9776890407336545,4.278277256688161,4.904633591965455,5.224392556277107,2.9824243784111033,5.191892633700654,4.362816618337702,4.470282941452927
25,4.418422097367617,4.9746707643173815,4.019631450692878,3.6243696970323174,4.750251602837587,4.3656261300117185,3.917962533974991,4.315327150674678,4.493553690492043,4.982791768162593,3.917205609843438,3.971502726423439,4.006717843498774,3.899158701536182,3.9370149336741025,3.8746257116975817,2.2519868624579678,3.7198400321453917,3.141157145286061,4.239225455558155,5.142019636464815,4.475525742564223,3.1128020034123653,4.9766312162047255,4.041085608538133,4.351615585879844,4.979602552698095,4.029871862695387,2.827439330538365,4.336950257173928,2.2386050453406576,4.2186714523052435,3.872899827314424,3.515066765424898
26,4.945942441835816,4.996196065027006,4.6948758420811325,4.147775861288389,4.998353693800638,4.9913105944829335,3.5859592959743187,4.980148271084032,4.816495892408699,5.014592453477048,4.023696529842867,4.295743539174439,4.932710842936192,4.52785626043587,4.291612349565888,4.359054509584715,3.2581760584076833,4.085930017840825,4.183797560337793,4.504216152794599,5.134718663981082,4.982869070811908,3.8155750850151753,5.001147426826218,4.481888557335516,4.535165884172046,4.968478408829929,4.394340184293731,4.1573971099937,4.148250017572345,2.8603098395514763,4.872772847396325,4.580924242688765,4.001997295817107
27,4.9304742640189705,5.0119798781358655,5.08095795912857,4.597169775551572,4.986847217933964,4.723142191623395,3.9263826609858383,4.828920977824897,4.911979984299785,5.113573694009632,4.93998260593994,4.065779724115653,4.920867825566984,5.0456817411879165,3.00458082841353,4.866129452419658,2.6272955789270362,3.4021593233311918,4.076914594823873,3.739756032063999,5.178775960625676,4.3937742986152655,3.561687674671477,4.994024590491447,4.281781229365243,4.994062761582547,4.468106054287819,5.174327537059081,2.8657020904167707,3.209352455133727,2.465868409924738,3.7794244154538505,4.134382150377149,5.001031125494855
28,4.945502596245182,5.0017185779139925,5.157962484024849,4.185647494669432,5.270682939822041,4.807797232611241,3.5433387974419497,4.945496953034255,5.093758512375197,5.197483912148766,4.311592196396342,4.514207449499714,4.978437379016116,4.998177850774103,4.079032972349052,4.569823566129881,2.97801916196527,4.261917084322582,4.185621551500471,3.9688392480302745,5.340261225573157,4.382054964420071,3.4840205972508578,4.995640436726061,4.979449743214901,4.983257068153623,4.979461635118499,4.976596850912752,3.972699871658816,3.930382891994687,2.5112112748782676,3.637892564192323,4.4827947942452715,4.479703121066721
29,4.9925081381120435,4.976979828161376,4.793687560492076,3.9936340971184765,4.994393125367163,4.783129899003451,3.6177769380284817,4.814889318692594,4.769035972333933,4.972636960077021,4.425574167933081,4.398312699584469,4.999912886851487,4.992631036502783,3.6223033221798984,4.977315079676188,2.7487719056664326,3.7226210533202626,4.219332453166029,3.958786963731415,5.253762691898576,4.815329145831166,3.967903802353847,4.993239683081438,4.592674845339884,4.8045421017093535,4.467369004851093,4.746301187007969,3.844369845545126,3.8910478646527187,3.1031648822392244,4.423624453463942,4.457570489870147,4.880821480513269
30,3.968393532472385,3.9051132983011234,4.974820615959391,4.122246053887666,4.981676635260971,3.6995391467218695,3.2768653728053567,4.0514703406418855,4.553813633443628,4.967237457619469,3.8705374125199783,3.392091895258998,3.046869576400202,3.9938402406144244,2.5096261989306035,3.7021412940797402,3.090604095717981,3.1215381008887095,2.989417671689454,3.0315981158505845,4.004760604572519,3.0080123880141025,2.224260470623652,4.002617031334659,3.5531354538071875,4.302390578144582,4.009882922357567,4.956222310999304,2.439807873745634,3.2597628506377365,0.9817528358371473,1.456282546494159,4.397410281082913,3.696619056675462
31,4.528570411252908,4.58194362112024,5.000871875882196,4.306154802462315,4.939586215477847,4.668133191222588,3.481518295207211,4.764146488436533,4.958267365691411,4.826534392662675,4.027348301875103,4.112267777272315,4.972360321733153,4.309849904884405,3.8803450710644856,4.363602502415252,3.3560002773462743,3.781164380343038,4.353902309111849,3.825459272265407,4.41127409451286,4.101416176692224,3.7156523235870504,4.607409226827513,4.2602355171320285,4.6985478750444996,4.292734643504683,4.988388403626761,3.991200224872843,3.87098007355502,2.004806875540315,3.4181930702095458,4.001989533148009,4.992706079598037
32,4.5266380448554075,4.30366797685017,4.978180195601153,4.958313639596209,4.6848069090914635,4.797293209903444,2.986801071234845,4.903137783959752,4.643204475337021,4.528795032386579,4.047110832747614,3.402445951424274,4.989538979516625,4.074764320073493,3.249955691093769,3.996675525242638,3.70970259643567,3.5151282204014906,4.596880562659769,3.692262338255683,4.0010406832011665,3.985495285081886,3.3907075475568487,4.022836251320533,3.7401269062053384,4.359718938824223,3.766925593343301,4.7544759528761285,3.5097598053127697,3.0599274998429187,2.2769727787843896,3.592426061736961,3.9736561757670743,4.615776002725032
33,4.993435782370189,5.020065902420432,5.0017083093690955,4.620753125173168,5.387771795856245,4.98624909828047,4.948845223276944,4.983483133262381,5.103089620444915,5.422622344039833,4.447723358702198,4.114696252272347,5.000109546093742,4.214238732230048,3.9665458427920677,4.562313609539467,2.7414867643190988,3.2056952747031855,4.002396265086002,4.632759155591411,5.443374776314751,4.993707733492558,4.000450152336608,5.766724910573578,3.9493947448894278,4.678554563110149,4.875649746151113,4.813562808421987,3.0444917407952805,4.096068768538857,1.9811835752598674,5.01962103569421,4.753793460387898,5.196901667602681
34,4.343158339344589,4.499983559630388,4.999738736513616,4.756919170691187,4.703562814660982,4.830314612246639,4.046369546922714,4.62784540151716,4.957026781485196,4.9794671697556,4.245771157567805,3.692599914357211,4.97472435122524,3.834400005157356,3.5338903843853675,3.9998295980533776,3.6313472371179807,3.0210193723668963,4.361271144825813,4.829572612880715,3.8604005596247437,4.1648127310200165,3.932929816479968,4.6196265018655955,3.0520700281867903,4.4235580767626015,4.09029822478188,4.982258863327368,3.0869965313866166,4.140142755794973,2.1660522854844952,3.6844619152081424,3.7418959938215663,5.077566117989616
35,4.905957229961331,4.621109448755037,4.996386483060075,3.3029795193574993,5.102592619654292,4.544770385916902,2.805113646135663,4.437408309453114,4.9121090984025315,4.999008569020513,4.005824531513191,4.984567373425729,4.997675694623232,4.988526976938099,4.028188844963679,4.9610961577974075,2.4288442748469667,4.210001021821073,4.093696241741823,3.5941511299772806,4.302044105777822,4.230094115134904,3.5826105066392406,4.484734466263192,4.995642213763788,4.990280380022897,4.008021796015993,5.003716747749879,4.473783224487878,4.9773197897369705,3.4056774740894493,2.0256008347290635,4.465404534564844,4.433969742284307
36,4.6134328169595475,3.9979368144815743,4.9780114049285125,3.696116746434313,4.3596688218258866,3.9969578953582476,4.286859310119615,4.333518313236179,4.274163844358158,4.328578852725918,3.8747018189815603,3.5058949388430722,4.5977075133452665,3.5808347131018903,3.109718746100829,4.491944590234307,2.4305294756886444,1.0223681597575163,4.249029847642357,3.938253489409883,4.562329083313298,3.888319666656023,4.977877760938457,4.966994052662065,3.2697559246951036,4.0134218381614755,3.819329499115086,4.281710896221452,3.236535827624186,3.119524178905175,1.0099074953052714,4.566961191283847,4.199046853358436,4.992868632179985
37,4.998399671607632,5.118428903570583,5.0031610156125925,4.70703277392578,4.892675295977547,4.850640131128724,3.780373150402711,4.979483807490757,4.873543049026221,4.997257481691958,4.952201812050419,4.007085023802935,5.069594083672281,4.971909632450743,3.0624423095423485,4.989211545070621,2.893409499587501,3.411828983298728,4.347989970483911,3.69867997454228,5.0828392297050184,4.571764448325218,3.84835929953632,4.9064311012876285,4.28290968243693,5.000568587197464,4.409774175569843,5.12569657611208,3.1613734603794326,3.208830635373838,2.562952443007929,4.242453230412716,4.0555853142403855,5.092958930706039
38,4.176514110317576,3.739000712986069,4.952535871347023,3.6561865056317946,4.96506944425687,4.003800391658741,2.9321780138055935,4.246642719618827,4.215600114765925,4.6346807963230425,3.257617512829736,3.4504318803120784,4.007962110785437,3.973574781971575,3.3643150719266286,3.5702352826537695,2.7494357164313175,3.0081466433274575,3.6783158570499714,3.742198410630521,4.992519561369726,3.2637838945255355,2.9991045599916752,4.013098637228716,4.000117437663083,3.917766451523868,3.9792545161329356,4.013963183621414,3.2991272838206913,3.6330395249647256,2.221046518929981,3.1105097626770974,4.642101300419177,3.886399219425403
39,4.813990229947562,4.946748256329588,5.008338860843128,4.27672974859627,5.243138509244409,4.759608374646143,3.1257004366242143,4.9666432175657205,4.990292602687319,4.996330618114158,4.0197006569542975,4.223101681522808,5.002962385665624,4.343102121941921,4.259148866738566,4.310547539879937,2.9838710900258434,4.30974615741319,4.383396298138605,3.5792331194512634,5.0046525783199485,4.010755337132692,3.3789752396410586,4.5737833452265475,4.986525843044417,4.956041286674197,4.6378397797568525,4.819824181089024,4.001389623565055,4.21379087049521,2.2500923938997626,3.2985714752093016,4.074409323791846,4.485842378750303
40,4.973554090810808,4.573551090063792,5.199126823354543,4.97682353964534,4.424894035646515,4.645975745063171,3.9866034258955456,4.964070400714777,4.494744575821984,4.497679836684643,4.993910006958665,3.3424849511095274,5.01362510990751,4.712933563718407,2.049940013880141,5.213113531738857,3.528320343880549,1.7212376493033241,4.991100743257881,3.857808866168031,4.667967532541857,4.513438865141965,4.960835261556468,4.71712064816321,3.2794308414069167,4.521634866676462,3.5719998371607127,5.091298765979497,3.0681452528844324,2.1242663649094027,2.201925251742204,5.312277570935703,4.123137112472717,5.9689955841231335
41,4.591857670435621,4.586260002325279,4.799184789634335,4.962749606275522,4.992626031792912,4.982183751729068,3.3054897920735264,4.976312463691392,4.907617158159991,4.833520980353579,3.8951889217953206,3.652249091672306,4.993421924268846,3.734425498520829,3.9858184865856345,3.769177912340535,3.536190810832719,4.147564673441516,4.357528455697282,3.790336593948805,4.00822295372138,4.2186408400995274,3.00879716404757,4.386208926776831,3.9828972894530468,4.478139556805105,4.215257298388663,4.692883882452242,3.4582875206095096,3.809571468004721,2.1079073866168323,3.451701778222601,4.124787413814389,4.30188709362301
42,4.030547535106448,4.346912403015086,4.178708413131731,3.990021245027852,5.008471247076795,4.342327895301818,2.9143406742098126,4.455853125536234,4.463463591461734,4.6436751412463355,3.4481594911916873,3.7628019060752997,4.131793513290479,4.180117481190268,3.836869539796087,3.605229873992079,2.640350294087688,4.958826858771189,3.035001178523289,3.003123362277921,4.982603558700732,3.9874394076746147,1.9303048762719952,4.229174144582387,4.619531516522717,4.287121821909191,4.440288944228288,4.229820702012728,3.479872013821104,3.3873149097580257,2.01365756772997,3.099358612076842,3.991039251960737,3.7323223134071086
43,4.285626685033506,4.273253907139315,4.284267455281337,3.4284126132722723,4.0098917416535045,4.328714365069595,2.8902557501254034,4.182782218307601,4.103318400118922,4.118746201161842,3.9779444960628347,3.9154427032010912,4.971972656292636,4.978476365792439,3.1510983078082537,4.221275543133284,2.4641994216549294,3.3674695865571738,4.107759535421818,3.9195287669021743,4.7949164032944545,4.095083149253374,3.5942406546967685,4.212433799438714,4.101819813220817,4.12532257621142,3.985447938267968,4.016515359288356,3.4489389652561235,2.9555500740222933,3.6122425656856447,4.177433258545659,3.590395702348689,4.397037947570503
44,4.228653568679909,4.119601783791345,4.108395614193238,3.6806105965074214,4.979003659248886,3.990542405560363,3.995539276548374,4.07259669101991,4.301033684508733,4.754927365562618,3.577222281082196,3.6534298471620867,3.7454809090425476,3.8502716442185148,3.366264947725141,3.6819703528205645,1.571822859550197,3.581808771656145,2.530665688070385,3.003738768897003,4.997072941638997,4.072407610575103,2.025222313216062,4.950541964135212,4.040438717719519,4.013818995410691,4.312364835789751,3.992146681380015,2.2194677105328626,3.2054037400386686,1.526885181228292,3.156985857045365,4.58804150676841,3.665308246993417
45,4.628721394067803,4.508273459198178,4.565040886869944,4.031563413510095,4.964014034156396,4.98306132728245,2.033617176719372,4.949501787631428,4.661079689814875,4.571542197848559,3.063995507540588,4.135620750302381,5.081478752277001,3.8940875468057587,4.965426498704376,3.5664625913477948,3.6557323008553353,5.13210810490967,4.5215539499841615,3.9089344662089918,4.208622961991169,4.234802176471169,3.017247758281808,3.8480185301141807,4.9075907220445,4.318525382276619,4.39586366331505,4.036631488451815,4.997831356086046,4.664096957226265,3.1772750696740406,3.402078432731466,4.284782284938507,3.2668063486989243
46,5.193507054215135,4.93313855283709,4.979469134024126,4.077454912999281,5.21079169601442,4.999257293507532,3.4522811323749054,5.037980174173838,4.971923481357909,5.007704490659281,4.222783407268097,4.669248992449783,5.302039527825385,5.067520385527912,4.1043267694868035,4.98614327731413,3.0130094474888574,4.2270995988250855,4.480339117592463,3.9154725069737664,5.107152420397058,4.986225288288235,3.925364854726769,5.061662782045235,4.979654592796111,4.866391342560837,4.536524071435169,4.843845614994614,4.481031779760437,4.010525467524981,3.1517715343464454,4.253079836680732,4.84124213844447,4.82828321475053
47,4.750014631875228,4.913890117179896,4.481311982409637,4.167715169564103,4.874934308165264,4.976652904695691,3.6239682889713785,4.75581237507298,4.716951518848954,4.972876378147083,4.068017521741582,4.184775438056411,4.996474760988012,4.304135943812794,4.0237359047452275,4.299342614439462,2.999743376256842,3.985744215116193,4.049300701050295,4.8282082465895195,4.858742522979837,4.976717384081116,3.8017269639039486,4.814718441537641,4.00364157201993,4.4763680897086795,4.423209376379916,4.447171542530555,3.7528108653320746,4.43391870007231,3.2270448454833534,4.572324248425914,4.012748732147973,4.431653411030334
48,4.607777646502723,4.448321864358441,4.4842753445507,3.7062844659127774,4.5259407785089065,4.944204595274406,2.3825392687607057,4.672163485225241,4.519378769805968,4.451256492765452,3.442777355134108,4.348866192189742,5.272319858720686,4.452512304340864,4.361903197208819,4.096188589006208,3.6228771847345635,4.436034105331506,4.621481283677106,4.669306769677909,4.118534388916147,4.663643865814633,3.8837431484860514,4.017947921641482,4.3180178979761505,4.2271938898586585,4.021125815229183,4.1847532391969215,4.978286719539727,4.52377089061039,3.9913026504202,4.006769356955368,4.009684020243783,4.004731517813934
